"";"Group.1";"taux_CHOM1564_POP1564";"P20_CHOM1564";"P20_POP1564";"euclidean_distance";"euclidean_distance_centroid";"VAL";"NBFLUX_C19_ACTOCC15P"
"976";"93031";8,9656747089335;2257,97310213877;23451,3639739757;19468,1756243328;19210,6724603992;19240,84;9151,56434925696
"977";"93032";9,26139520792132;2546,85132835458;25651,7625784654;18240,5667200677;19800,074178957;12225,49;5270,7982993898
"978";"93033";8,68952766009412;2452,39866250461;25544,6569796786;14735,9870556287;22339,6051356072;5395,11;1029,48020484819
"979";"93039";9,64856562626772;3179,72058940424;32010,3176437405;15559,7387492558;15611,0087781123;9211,26;1488,24621939714
"980";"93045";8,87062923217208;2270,76340097191;23651,7642896556;19764,2643808432;19977,1498187463;18428,63;5257,60838046353
"981";"93046";8,62577636615818;2147,32394807291;22479,4727808011;19354,7451014446;20903,0556451229;19306,59;8367,27895996489
"982";"93047";8,80498145401613;2347,86517672549;23862,2775296224;18510,0323636231;21834,0354791447;17472,71;6450,23496854156
"983";"93048";7,94214293983914;1249,25745246731;13577,422378481;27554,0889964676;27525,2821943048;54545,35;53558,9881675337
"984";"93049";8,92093028255977;2149,88622224915;22482,618590296;21341,6921386053;22472,4600437573;21805,67;5619,0489926264
"985";"93050";8,67631798170836;1957,61722423671;20490,340158793;21791,9951487168;22362,0800073236;26843,3;9039,74307701244
"986";"93051";8,04657693563869;1307,60016356013;14086,7775921338;27665,9541875772;28954,39974159;51312,73;27090,9852893013
"987";"93053";8,62723716885421;1847,01787909979;19479,6226698962;22744,1295481714;22940,5285164813;27347,35;10153,3403148938
"988";"93055";8,1800848675826;1442,17202485996;15544,8890493887;25939,6551628113;25486,5765687933;41039,62;28297,3758833935
"989";"93057";9,08602700739138;2372,82023357799;24334,793233481;18152,204557802;19913,5081557505;17135,86;5412,88725936615
"990";"93059";9,37654243008678;2538,59512138423;25955,2273635356;17526,549230563;17270,4519048281;15137,9;5386,10087740828
"991";"93061";9,36598200119817;2872,10601941136;29422,4885959076;15070,3437517145;15798,6852127198;10767,97;3437,41627670026
"992";"93062";9,05896657689813;2557,95865625966;26088,9860556364;16372,1449626567;17972,0096919779;13473,61;4241,474365311
"993";"93063";8,81873018438967;2121,64532341586;22338,2384154519;20782,2261589491;20647,2084214967;24455,86;7025,36727898738
"994";"93064";8,75297128734763;1923,65659567488;20279,2512716748;21820,9593602054;22414,9407690503;27738,48;14261,671390133
"995";"93066";7,68115055253567;1028,73917593599;11255,7031586481;30926,5336769977;29692,9172707528;67397,42;80868,4737492212
"996";"93070";8,06674799451489;1300,18876266403;14079,9435049207;27497,2314636968;26847,0711135852;47352,41;34010,687708893
"997";"93071";8,99042766068015;2330,47512494481;23832,0408260517;19977,5828369858;21243,7936137612;17296,82;8495,52763647827
"998";"93072";8,85724333650864;2192,16525049199;23031,7437503137;19713,8182888821;19185,2921300063;21618,06;8338,46835226009
"999";"93073";8,06957362714191;1364,60785153635;14747,9437323066;27471,9826188645;25275,1215585791;53056,3;20455,2087706042
"1000";"93074";9,26853408235263;2695,97660902527;27001,5544885249;18299,6755373204;19853,6466540239;10885,28;1997,85872618907
"1001";"93077";8,95683251380848;2341,57211328707;24165,2946128214;17439,8446618517;18873,2676160879;15010,19;5116,31282883415
"1002";"93078";8,17493063853584;1477,64737556617;15847,3171900586;27016,2033329181;25204,6047311993;45669,39;14260,8555272298
"1003";"93079";8,97667471740684;2361,66217430125;24625,6741157411;18978,316391489;18331,9557510865;17586,91;4153,43250243221
"1004";"94001";9,21279046372068;2619,72013723275;28023,428786707;10265,4812753887;15589,4256473019;2346,57;547,051632911269
"1005";"94002";8,60056340696864;1854,97416424732;19743,5038709936;22013,769130296;22662,7849573902;28109,3;11771,4679532333
"1006";"94003";8,12273592319244;1549,51804516408;16785,8606904163;23639,2722226101;24053,3605158537;37260,77;16098,4821777997
"1007";"94004";8,75014504617395;2254,65096126162;23516,348684597;20347,3823823109;21990,2664178103;19190,56;4672,0105730452
"1008";"94011";8,47215656139905;1864,94661115302;19774,4637206559;22276,1472393148;23990,1796332155;29539,43;8796,83304856509
"1009";"94015";8,68596891899239;2020,33752962108;21132,4237996934;21380,0156343847;22630,8529912419;22466,64;7176,47076565419
"1010";"94016";8,58148103052271;2177,24040970073;23266,3538913763;18585,0876161989;18996,3098591816;22643,94;7690,63099456779
"1011";"94017";8,38148214022757;1670,65369530428;17783,5137477974;23867,3102557394;25626,3607376255;35531;17965,1027155073
"1012";"94018";8,27380169107316;1635,74404805743;17631,043544447;23788,0437716917;24325,1358891616;34239,48;14343,6488159345
"1013";"94019";8,56380503854551;2031,54975402627;20871,8436530209;20658,5431904437;23683,2275862787;22981,77;5727,43039426953
"1014";"94021";8,3837151734423;1832,18805181306;19674,9493880787;21979,3230798103;22907,7948282017;31359,08;7876,47777684604
"1015";"94022";8,55708273349067;1964,0845012631;20886,6958419619;21225,4556198394;22103,4391383973;23988,74;10666,1875044048
"1016";"94028";7,91822930666997;1296,89529415079;14065,3502790908;27194,342986497;28500,7124601959;53734,37;52663,6619979486
"1017";"94033";7,94719813676898;1287,23638061853;13945,8792250195;27539,7520177945;27872,2087755659;50947,45;28442,5496097505
"1018";"94034";8,37730025489999;1952,79201802706;20945,7952928977;20885,1452328089;22348,8180210863;26060,3;7576,41020258993
"1019";"94037";8,46249209103943;1820,31041303857;19559,3233193822;21930,1788317602;22270,5309120043;28816,49;8948,087047666
"1020";"94038";8,82477923749316;2363,79800467524;25010,0452286752;17178,3968436575;17971,7139327767;18432,91;5456,97020382984
"1021";"94041";8,06191533840635;1360,65995271093;14753,4170721792;26254,2856892722;27027,230279156;48296,54;30981,6645530551
"1022";"94042";8,75161079560877;2322,1223404374;24539,2745511815;18245,5903698265;19307,5041380038;15966,66;4782,24763883182
"1023";"94043";8,42899828875169;1848,9523249809;19911,0103206712;21035,5152645119;21830,929053043;27798,16;13252,6568574402
"1024";"94044";8,3968197381615;1910,74393028819;20427,3846888252;20560,2605236387;23457,2978389975;20979,44;6350,0905282938
"1025";"94046";8,38591071250545;1748,98137443517;18809,7810041508;22510,0562939724;22962,6013495128;30757,21;15839,8715309609
"1026";"94047";8,19109971205287;1833,77923626037;19860,0776423583;20332,8359953076;25277,2764790488;11526,59;1395,47559924249
"1027";"94048";8,37993592023106;2255,19348570452;24281,4623404955;15956,5271315594;20879,5922931308;9246,53;1132,80512401997
"1028";"94052";8,76329242931353;2237,28040418963;23512,4037425321;18217,2816691397;19380,6678305557;17321,54;8453,64017392848
"1029";"94053";8,41086636308692;1951,33814373282;20914,6489269353;12024,9566240012;19367,2475937233;3399,37;697,183321201542
"1030";"94054";7,84015924761162;1319,62989229184;14320,4377472578;26206,7095165506;27710,0133905098;54172,85;21494,8663493142
"1031";"94055";8,6321184611113;2235,44035769721;22943,5638913856;16851,0929634736;22297,7225548712;9410,6;2308,91714586396
"1032";"94056";8,45903144933105;2078,28033667966;22577,9851768765;14811,9202310184;23701,4727039429;2708,27;365,839584181025
"1033";"94058";8,98037005758692;2558,15550020419;26426,0021730108;17163,5878948932;19452,2286326343;12400,54;5405,68326275908
"1034";"94059";8,57357802185996;2395,78624083853;24936,4724788762;16969,9335077498;20107,9653788666;12622,92;3071,74945013717
"1035";"94060";8,69607769749216;2269,17029545281;23570,8401155699;18625,7141783498;22217,586120254;12823,14;2430,71029849725
"1036";"94065";7,84139718492068;1237,13660870013;13448,8889724221;27345,1340682097;28419,114619164;61356,48;24795,1256458701
"1037";"94067";8,73370663900924;2120,71659432686;22587,9923690637;20223,540639168;20870,6131839161;20048,5;7396,22150907514
"1038";"94068";8,41522633243457;1756,20744206692;18674,3431879982;22559,3296586026;23539,2988437573;32180,26;19825,5682068454
"1039";"94069";8,68432856307682;2226,64325232188;23949,440612712;18159,1717667202;18634,3776502702;19418,14;5821,56876476762
"1040";"94070";8,59279470059503;2238,78328877552;23288,1573871724;16320,2228314419;22366,084016139;10859,53;1429,36348695254
"1041";"94071";8,52616268633416;1901,1802349427;19774,2748186732;21790,4549973843;24434,5386292355;27939,86;6861,14780601077
"1042";"94073";8,33359984022106;1823,69871995244;19407,8343043095;21476,8487057783;22936,8467326545;28963,77;10386,7021120605
"1043";"94074";8,76665787078525;2212,19245564535;23532,8067829519;19496,7852118439;21275,760769946;20986,29;4279,51476151236
"1044";"94075";8,47994651692689;1736,0411307904;18705,7933360617;16675,4676417523;25097,3754572619;8038,99;1758,07807226217
"1045";"94076";8,1744685512264;1604,59899729555;17348,4261559494;22866,2650188885;23610,4175945122;39254,24;21572,874056293
"1046";"94077";8,44380502539191;1976,93076004907;21132,1452593811;20266,51048064;21873,4098367377;23207,03;6223,64836675126
"1047";"94078";8,57891480946372;1854,7594298733;19456,6414057237;23379,1092077499;25913,247504509;26651,66;10023,2422182028
"1048";"94079";8,7506526064772;2132,01280106439;21906,4114098573;20554,4309576742;23959,3436774471;18354,68;5704,2431672859
"1049";"94080";8,39182964861499;1708,07437191882;18283,9607505092;23709,303153912;24298,525407359;29678,33;16475,8669594086
"1050";"94081";8,10201670167141;1457,09096621085;15766,1502432409;24870,6900860956;25787,2178698993;45325,03;26970,6262470472
"1051";"95002";8,20619065448464;1003,56693316148;10665,4000564713;13546,6737537174;32362,9493865812;1151,55;84,1334150652136
"1052";"95008";7,94627567072893;619,729226469972;6065,19340719615;14759,6308668499;41783,5200726525;4475,78;260,949889964983
"1053";"95011";7,98023916119219;1658,06796786278;16613,8623933812;23658,3687446557;38433,1800033932;370,49;52,0265221349338
"1054";"95014";9,17843493227657;2263,74476027149;23441,9401060378;16516,7814942755;20200,7175115856;8517,64;965,145198121887
"1055";"95018";8,24415282401047;1569,23578314689;16803,9321828111;23200,3490758675;23170,497871372;37852,46;28609,4604946578
"1056";"95019";9,83413989178222;2789,32967598282;27016,8422367376;14701,8055398743;17217,5295075986;8752,25;2278,6679328632
"1057";"95023";8,67937381694522;1076,76342155455;11818,8818305645;29460,0480696282;24856,6590976649;1845,32;49,0006827051584
"1058";"95024";6,50988220831984;16,3644086576403;262,540220463783;1969,60530887494;49935,8835441855;168,32;40,1431017642361
"1059";"95026";8,55616122026313;2029,28421657694;20238,6719383427;17015,498794686;20927,3051809122;3067,33;391,507428733212
"1060";"95028";8,92441658193816;1223,43151267793;10959,6874667745;8873,72223575059;21969,7698943641;962,33;156,723226421339
"1061";"95039";7,89705205778191;1381,19939037594;15971,3977414407;14335,3828069705;26099,5515281872;4181,87;849,431816279908
"1062";"95040";8,91344035525649;2092,19863429259;19202,0808227711;9351,30384685027;34444,1417017338;183,28;72,1790677907434
"1063";"95042";8,76549805689193;1818,8748985538;17687,5554541968;13688,3358743181;21106,380247411;4664,84;409,281457165527
"1064";"95051";8,55982928170765;2235,50098988806;23022,013711394;17581,9804721079;20278,4188465283;13820,87;2695,79649161188
"1065";"95052";8,62749164134549;1987,82457054382;20133,3865241007;18641,4151350141;21331,2178778623;10011,84;2348,34362351114
"1066";"95055";9,58158706797018;1708,99931661152;14183,9647088384;10551,774587515;22704,6383706407;1195,62;70,6028317360858
"1067";"95056";8,85283137473077;2069,07208859853;20595,3104634893;13021,8701100539;21213,4330874776;2274,47;313,774092193977
"1068";"95058";8,95876306337775;2245,58981797313;21337,6897287945;21993,3387317029;22709,692405935;4364,53;588,999787183654
"1069";"95059";8,31880259808616;176,617333378359;1631,16405752286;20566,1518380509;50870,0724571822;325,31;24,930244051474
"1070";"95060";8,3970033546244;1829,61313298398;19498,8499857752;12313,9077918225;20831,3627989042;3687,26;940,335816385864
"1071";"95061";7,72224247960079;611,2029970245;6716,61689134611;4833,52568346943;23474,0364221847;367,99;51,802644438924
"1072";"95063";8,28840254925489;1640,05284823199;17635,9950898255;24168,2710452758;23224,1526151109;36542,52;12757,5896488341
"1073";"95074";8,82068813812173;1406,94314730653;14128,9399758638;12348,4447762699;30108,6565036338;1577,36;148,010765315376
"1074";"95078";8,06014663638568;1400,10918667344;15847,3826030388;19110,220051897;27706,4978353076;7148,69;771,521819192135
"1075";"95088";9,67554776745261;3027,29242535686;29809,9605763196;17069,4116365472;17572,4439071539;11812,91;962,145846323208
"1076";"95091";8,8971388547141;2183,03818616486;20987,7840484073;13359,9991783171;20046,1002702484;5851,06;1029,20590693886
"1077";"95094";9,26521019784658;1539,44853528994;15207,7638364399;13801,5049484549;19005,6917665785;2210,01;131,461102582979
"1078";"95101";7,73390867082588;1066,30213528102;11951,1231291211;22897,7617726425;44672,0961019854;2869,64;185,81466053586
"1079";"95102";6,70054691205949;69,2126157776896;862,102412082305;1823,90675799835;41476,53779846;48,17;19,487862173951
"1080";"95110";8,6912025899387;715,479972064071;8169,71357870806;38069,3767881508;37978,8177520053;824,97;37,0797482638019
"1081";"95116";8,75501120247402;1743,66259262203;16421,1784493474;18586,0152401227;23113,0938438294;4081,75;638,178615999246
"1082";"95119";7,50582682959537;618,762239893462;7847,60352557163;33061,3008173451;31452,4735212283;357,45;16,1382513587373
"1083";"95120";7,75508220484451;1115,00510006746;11901,1347531174;8614,78196188713;26464,7435432783;606,52;149,441566400238
"1084";"95127";8,05895428132029;1384,92134018208;14823,8529454428;28698,4779636634;26221,2099217243;43033,04;28969,5288393688
"1085";"95134";8,33664476620144;1875,43908429919;19927,6885541917;18605,1157626132;22601,8442276183;4008,26;554,777103295439
"1086";"95139";4,90338563873866;11,3989353750492;230,264174908139;1742,27193541852;58634,8241294792;55,15;29,7392124420575
"1087";"95141";8,58345996797304;241,656618508013;2618,27047242179;13803,7721933071;41141,2190633492;187,95;15
"1088";"95142";8,47027536247433;1825,83208284707;16505,8127460076;22308,9142634522;32046,59912565;2601,98;231,080768237752
"1089";"95144";8,03817485547306;552,059166736559;5373,04130781622;12022,6207374756;16151,395919318;181,3;21,1359689948917
"1090";"95149";9,57391454492807;2070,4338180862;16992,1522169091;13404,3334572417;21367,097758456;1264,29;305,082216569758
"1091";"95150";7,80775622224357;575,993135497435;7428,63735318622;21150,7599573742;42064,9864316698;1787,52;138,869940475647
"1092";"95151";9,74093798419594;1292,71155436741;12775,430310538;18481,5309906581;22111,0803485956;248,3;12,6097078273079
"1093";"95154";8,73832864372607;3222,48894316854;30079,7111133494;16220,0626054336;19027,1049054075;1022,66;80,2331285446165
"1094";"95157";8,14563298886846;56,6731667186659;926,125965454064;16032,8006039784;40915,9208995226;167,32;10,0081391798217
"1095";"95169";7,16942213918623;487,380386391732;6206,90846294065;10943,9388016256;43875,9568913005;417,05;49,844363189036
"1096";"95170";7,59039827814847;1100,08031745829;10832,4119409406;8778,24124261567;34498,2869814241;667,55;61,8189988917227
"1097";"95176";8,84835499798934;2283,34287781753;23447,5274384509;17996,7596973559;20747,5238052402;14516,37;5248,40189292669
"1098";"95177";7,60278561688764;1048,84168044905;11935,1647845374;16663,9296802696;27125,9199182166;2587,51;259,881598121853
"1099";"95181";8,20856816895473;226,57084543188;2748,47192151041;10623,8180778767;34943,4359233418;294,07;27,9176028777743
"1100";"95183";7,80605963449156;1258,64314934145;13961,2380252624;13426,6501619395;29343,363499323;3254,04;574,647727500546
"1101";"95197";8,84399946451287;2412,04170218407;24435,6362249176;15728,3191678905;19257,3007093219;9722,64;3431,85079890165
"1102";"95199";8,84780551730054;2262,74601965744;22997,7780729259;16504,7359995764;19642,0371731289;12410,46;3530,93786369573
"1103";"95203";8,65403058645871;2080,31246812865;21823,614798084;18260,0781779495;19685,3575336637;19109,63;7091,70437548918
"1104";"95205";8,72191997186473;2332,52662713338;24442,5518987756;14751,0479042095;17113,2966420114;8417,65;1537,41655714541
"1105";"95210";8,78224647522721;2379,71565366907;24416,8380984736;15400,8987463147;18380,4275716789;12414,41;4637,65325003486
"1106";"95211";8,23072889978805;1458,2121499851;14584,7883464041;20116,6195476745;26388,7250992141;13817,39;1712,55614122265
"1107";"95212";9,75464354318233;1981,53916334582;17733,3258826212;13912,2792527367;20621,9251373816;559,32;21,493194947556
"1108";"95213";7,86559113582504;1435,20325381711;12479,7345466198;17025,9625803967;30816,3547154209;714,02;63,3001664472449
"1109";"95214";9,16275127953162;1901,55654930412;17652,0526576627;11812,5043906731;22063,3093231726;703,24;36,4196037938832
"1110";"95218";8,13071769404774;1739,02221510627;18786,9020410569;22593,2089616156;23601,1555379223;25677,9;7115,47295069221
"1111";"95219";8,69879522381681;2152,64079067659;22419,1756064495;18084,7300407397;20203,359906895;15833,24;6441,93138868346
"1112";"95229";9,09013846396714;2050,03088962573;20221,1919568504;12025,7252635891;18973,5219047094;6266,61;1325,10552646373
"1113";"95241";8,88022311039709;1813,33574472609;18119,5752980588;14549,7470715283;21180,9670578075;1738,87;202,987298400208
"1114";"95250";9,19692000404786;2370,99659100527;22842,3157753588;20249,2700471953;19391,2385275273;7827,57;1334,2907417353
"1115";"95252";8,54233499342626;2122,82133254519;22271,5964124766;17628,475896893;19811,5250566666;15590,45;6413,5583581652
"1116";"95253";6,79805798742951;235,194107973879;2169,30290127234;20643,0299990017;39056,2688002253;578,3;69,4715675996637
"1117";"95254";6,25255759077115;720,292540016211;9245,05336233422;17998,4937913621;22355,4668323929;219,9;21,2733495575092
"1118";"95256";8,49184891104055;2154,49066613389;22383,6761104367;13479,9222158644;19564,1420100658;3530,34;431,018663762345
"1119";"95257";8,86104656182123;2402,52235612133;26923,7908119813;10150,3984910064;17627,7136605418;1785,37;489,772243857189
"1120";"95258";7,8163786745759;475,674331926645;4820,22053154077;11682,7536088754;27874,313065194;251,2;35,2426236685155
"1121";"95268";8,81118498302489;2080,90463679648;21574,0925221135;19174,6089020837;19835,2366883954;20094,37;8256,03291710928
"1122";"95270";7,07675053734455;632,520519775397;8124,30980053167;22184,8043816393;33390,4625486632;951,99;71,7207230082234
"1123";"95271";8,61501337111672;1271,69689690722;12868,7457454605;14347,3727037277;27357,7579722006;2762,52;171,853038715445
"1124";"95277";8,48201968025485;1736,16687186266;18370,765515033;23161,9520028122;21949,2333159188;33710,83;13505,9450949258
"1125";"95280";8,73938861118007;1951,61570412917;20296,1996386087;23160,1247091641;21207,6627771462;26320,64;7222,72821972866
"1126";"95282";7,55654958052749;1347,27402337544;11900,7808626786;5432,91672556681;39762,5451413427;307,19;23,4178811087789
"1127";"95287";7,84873538732046;678,39513180092;8041,02146403149;13120,2975011426;31654,7082017671;709,79;52,9305882708953
"1128";"95288";9,25704363729822;2423,11646528652;23591,400103479;13292,1690934369;17813,4927022964;5310,73;1244,36025622936
"1129";"95295";9,36383928673891;1190,35805971847;12919,0010349492;29796,3515578806;21137,4641630809;228,82;7,6334991274743
"1130";"95298";5,98310566060858;22,704492341779;386,891849675638;9198,15952665673;41492,4855203265;552,53;24,4314398202151
"1131";"95303";5,9402706410431;10,4467172646154;180,028986432812;2911,58917733699;42492,8714690722;135,45;14,7425597117433
"1132";"95304";6,95047928575969;193,269558433813;1919,53405724223;13373,259215587;43563,2633901112;148,02;10
"1133";"95306";8,61378272803677;1997,76748691238;20737,0197848909;21035,1760300505;22472,1420876229;20774,41;7720,04027837371
"1134";"95308";7,86487554007168;1819,71665658047;17078,6828998826;12196,3866934473;27383,647800353;1044,38;101,363414123573
"1135";"95309";8,28964805690263;351,102135304819;3881,82971689859;7869,0656745704;46216,5732993087;206,74;41,2551426723918
"1136";"95313";8,41371575140652;1827,6037679642;17820,0677408104;17089,0273320483;22248,1500030266;12012,79;3241,23121264838
"1137";"95316";4,45344129554656;11;247;2284,99223095906;27837,7849009523;30,73;5,07518796992481
"1138";"95323";8,35985905155594;1772,97655957528;19012,6015852672;19024,6699514398;24591,0335371849;10388,82;2864,39622851202
"1139";"95328";6,56742093903681;497,457802199109;7182,99359378086;6032,35253654388;29846,7183432403;303,45;48,3420469184407
"1140";"95331";10,5064649727294;546,438516657398;4625,23099818747;6862,27735627387;30201,3336827127;123,32;5,84270261641168
"1141";"95341";5,9237338924966;1054,42734736862;11778,5293389013;7160,18509906957;26016,0377888401;201,7;32,4407535087924
"1142";"95351";8,88065968875299;2115,99770824987;21004,2026724778;19276,1136916161;20286,5107656793;12152,71;2235,17029674514
"1143";"95352";8,09057078772221;771,371138393772;8201,43275176669;15050,0960139411;23683,6454730247;4184,12;740,401673239489
"1144";"95353";8,76500836648372;1643,49611474313;14785,5691856479;10875,4519464955;20610,3175243211;1698,66;202,349054641696
"1145";"95355";8,25824958465277;1225,14866840574;12161,7747844605;25727,2958614937;34243,6082840468;9665,23;1432,0203023261
"1146";"95365";8,01618458293034;1428,32034110938;14706,0632224707;9055,9739509343;20929,4016988765;509,21;58,8855360005021
"1147";"95369";8,58796077297024;2288,63095508764;23558,5483848411;10694,336399499;17715,2749104737;4744,2;772,135685424174
"1148";"95370";7,85612882826399;980,347199118223;10217,7437996917;20060,7660077761;31616,8229505994;9250,6;1032,93951344751
"1149";"95371";9,26127470550478;2428,21980373313;23590,3213205778;22787,1201137674;20145,6521495486;11273,88;1511,6971105493
"1150";"95379";7,54881140575084;22,9427189609921;303,924919140434;4252,95962872812;51588,902620645;50,04;5
"1151";"95388";8,20929280981095;1045,60543003717;12002,9239073164;12765,8137189252;30524,0482974118;3808,6;889,069365642105
"1152";"95392";8,36459210845663;1070,39253267982;11617,1026754552;12516,4508640741;24603,4642580162;3419,09;619,170700073305
"1153";"95394";8,413279803103;1936,27584831916;19573,3167144151;18542,2449816313;23109,8044048765;10754,76;2007,18616795869
"1154";"95395";9,49963789290434;1463,44093985116;12903,7648549556;10610,2039811531;20924,9356736923;1107,08;104,636218914911
"1155";"95409";8,89893956361665;2196,48069487527;21276,9652579143;15566,5202400759;21037,3341063411;8077,73;1123,89972489499
"1156";"95422";6,98322342225835;137,994580171414;2115,49106870834;6578,48888933228;33501,7475249418;357,25;54,4896873460345
"1157";"95424";8,48105793518779;2057,15722909915;21594,9647089927;17701,0790466022;23294,709948419;12346,44;3832,64989427647
"1158";"95426";8,38314692103824;1637,28802936833;17473,3960002128;11521,5083967015;18501,0616122906;4131,73;454,606580097757
"1159";"95427";9,26233085648255;2881,16587858884;28826,6067349323;13560,9938252703;16469,143128916;7501,72;2259,63285468511
"1160";"95428";8,91420969010403;2343,44516121264;23899,4042582619;14404,9134134727;18199,4879743739;11516,53;4110,73651800286
"1161";"95429";11,2768256585307;5208,74985700559;42100,005374687;42957,9334276604;24442,6340934438;1099,13;29,5334886907671
"1162";"95430";8,63079516594904;2104,78895356798;21000,4084822893;17901,7609974635;20879,8953353728;8971,84;1189,10482280524
"1163";"95436";8,87024492460958;1410,5899240216;13778,7121927906;15081,5304430545;19462,8431360104;1281,93;129,028928573376
"1164";"95438";9,80534116785738;1722,59781027845;16453,8714764987;60868,7757391056;18232,7665679802;313,03;14,3295697003522
"1165";"95445";8,05260485354406;414,253600426113;5246,05389063427;3762,76168230621;22892,2905765731;82,45;79,6522671884095
"1166";"95446";7,70573630194271;1330,29102829339;14477,9957874073;14225,0185198366;25473,3786593986;2931,98;268,524341391247
"1167";"95447";10,4776852904071;1295,89172700284;12280,8736050058;22411,6788055727;31903,4189922348;244,72;6,00204370044872
"1168";"95450";8,14200897679625;1723,7295301631;19020,4518625924;18594,5251576266;24234,0862817831;7499,92;1014,38417789698
"1169";"95452";9,38458116180356;2541,27905222479;17745,3492940422;6632,4811750786;27556,4910719804;211,83;51,2965899360551
"1170";"95456";8,60049794880208;880,628436880241;7927,50094734828;15232,8421518832;29292,8387493528;517,85;79,8340216523157
"1171";"95459";7,68093525239539;1431,73781372369;16354,4199782508;25080,964186283;32940,8682748313;2906,69;206,467462895242
"1172";"95462";7,65290563983787;1045,42358961723;11725,8771098914;24776,6480476715;44415,6443426477;226,58;33,7079350620782
"1173";"95476";8,14526015738909;1726,75253943156;18618,0543332001;22930,3047373;23774,6436694509;24839,65;7087,45883554315
"1174";"95480";8,45443792180989;1424,610659542;13942,2907415849;13194,4672143968;24129,4532779672;2410,67;686,036821093634
"1175";"95483";9,08160779285399;1426,72133810767;12124,3817732778;20805,8491240648;33525,4926089749;885,82;58,2250347177982
"1176";"95487";8,76795269002149;2090,78237032659;21001,2866201156;22364,0665697987;21071,5030408039;9422,61;2654,01889039942
"1177";"95488";8,41319716768247;1943,0228402353;20495,8840317337;19082,9555395225;22032,8222105284;11740,21;2679,88388218511
"1178";"95489";9,13880078502052;1679,62604726419;15845,5518378611;9923,6165919309;20084,8541201645;1587,39;187,912805097926
"1179";"95491";8,7453475127541;2091,71589686454;21700,5014606073;13246,385790955;19974,0049948804;6093,08;1437,05711304417
"1180";"95492";6,60005390495079;185,277846132456;2331,45889444345;7019,28542325995;23182,5617677062;290,55;14,9641883416655
"1181";"95493";7,43529249281866;131,404460428238;1794,24213703131;4098,52004058645;28729,4638954176;438,83;50,0381589038843
"1182";"95500";8,11578097315803;1691,7411884669;18009,6576764984;22615,8275608294;24158,2283950715;25868,09;12513,3221456809
"1183";"95504";8,13903825414301;1451,90757525904;14739,5606314975;13987,0387034517;24483,2511361189;2753,67;380,218101068252
"1184";"95509";8,71875493714556;1697,31004439533;16837,5233387738;23769,8128381071;24694,4261791906;3383,81;310,837635346265
"1185";"95510";8,21386547864555;1915,30518348204;21229,2858741969;22062,3063534037;23367,8139547377;8782,87;752,665469187465
"1186";"95523";9,16783106652933;701,952846429385;6646,17081951515;17928,9429122837;45728,1722571394;2188,8;160,029888203532
"1187";"95527";7,73408630599017;1028,65815283682;11219,392596392;33907,5730698428;29757,6664716096;90094,6;55429,6975354652
"1188";"95529";7,96668563069518;244,45457212087;2781,40252241272;4804,41939926874;33364,98490882;315,38;74,9296736024863
"1189";"95535";7,75859847560919;1177,85752116015;11396,0673100923;11951,0385590249;32927,0397887543;941,03;125,335986609022
"1190";"95539";9,24327157090703;2190,59607376541;21249,2752771661;14401,5035360973;19237,9010074843;9534,3;2956,74911607812
"1191";"95541";7,65597824862781;638,368081274416;4897,38389684118;12408,6496050311;53384,2332308876;591,71;104,898457530878
"1192";"95543";6,21793228740069;14,1353038732425;239,952740282215;2728,22882445782;50813,4893633881;125,1;25,203558900373
"1193";"95555";9,04431642981909;2423,77897726985;25182,4019267336;15827,1239653278;18638,5635614125;11544,92;3776,48219388249
"1194";"95563";8,52053501517118;1992,7151626415;20479,8724659447;16028,5790797036;18842,0876275606;9411,95;2871,80863888861
"1195";"95566";8,83103135683359;1716,6238182723;16640,8344390984;12694,0647786528;24280,3971899633;1962,68;326,821244548006
"1196";"95572";8,12948601399795;1537,92515868878;16439,9722143409;26012,4405392805;24672,57694285;37363,51;17437,7041678184
"1197";"95574";8,81697402618063;2040,80702740648;20435,5875984444;11484,962880952;19341,7998390556;5176,61;1009,60636828149
"1198";"95580";9,48020924555552;2696,37639562987;25390,7672663174;22742,6699533961;18906,2996514301;9668,71;969,349578162244
"1199";"95582";8,84156816701981;2346,20289448309;23950,9851686985;17022,9622197939;19957,0499125985;14018,08;4809,84129127342
"1200";"95584";7,28140067877797;875,344830129892;12338,6107193136;21772,4229812098;24256,0467494047;123,69;42,5765762614254
"1201";"95585";8,68511090301942;1952,54189922911;20372,8887014619;21027,6203769217;20968,6191971206;24206,02;13708,3631521167
"1202";"95592";8,82339073171959;1235,41354746601;12611,2289960536;15162,1168854065;31661,7664230599;1878,63;167,377803580021
"1203";"95594";8,92933045932368;1573,62471951652;14036,7373599824;11522,5407041867;20374,0407539207;222,33;70,1167784377879
"1204";"95598";8,66097620593758;2262,69407263435;23802,6968374249;16180,7949266156;19232,5656582929;12498,11;3667,09483954598
"1205";"95604";8,96918054520413;2506,88565758956;24731,1099916961;24912,1322161035;20686,6087098069;10617,57;1049,84754439177
"1206";"95607";8,55500499469641;2072,2262226958;21565,5654273559;20001,6195617324;21593,8903762529;19805,17;6596,72679967337
"1207";"95610";7,86919862757969;1261,15737699897;13340,6256814348;10673,6128637882;31856,1062305014;827,59;63,6670977014769
